,x,y,label,waving
223,0.22734217,0.22734217,6,0
224,0.20341735,0.20341735,7,0
225,0.51291484,0.51291484,8,0
226,0.025137912,0.025137912,9,0
227,0.61286867,0.61286867,10,0
228,0.17258833,0.17258833,5,0
229,0.22734217,0.22734217,6,0
230,0.20341735,0.20341735,7,0
231,0.51291484,0.51291484,8,0
232,0.025137912,0.025137912,9,0
233,0.61286867,0.61286867,10,0
234,0.17258833,0.17258833,5,0
235,0.22734217,0.22734217,6,0
236,0.20341735,0.20341735,7,0
237,0.51291484,0.51291484,8,0
238,0.025137912,0.025137912,9,0
239,0.61286867,0.61286867,10,0
240,0.17258833,0.17258833,5,0
241,0.22734217,0.22734217,6,0
242,0.20341735,0.20341735,7,0
243,0.51291484,0.51291484,8,0
244,0.025137912,0.025137912,9,0
245,0.61286867,0.61286867,10,0
246,0.17258833,0.17258833,5,1
247,0.22734217,0.22734217,6,1
248,0.20341735,0.20341735,7,1
249,0.51291484,0.51291484,8,1
250,0.025137912,0.025137912,9,1
251,0.61286867,0.61286867,10,1
252,0.17258833,0.17258833,5,1
253,0.22734217,0.22734217,6,1
254,0.20341735,0.20341735,7,1
255,0.51291484,0.51291484,8,1
256,0.025137912,0.025137912,9,1
257,0.61286867,0.61286867,10,1
258,0.17258833,0.17258833,5,1
259,0.22734217,0.22734217,6,1
260,0.20341735,0.20341735,7,1
261,0.51291484,0.51291484,8,1
262,0.025137912,0.025137912,9,1
263,0.61286867,0.61286867,10,1
264,0.17258833,0.17258833,5,1
265,0.22734217,0.22734217,6,1
266,0.20341735,0.20341735,7,1
267,0.51291484,0.51291484,8,1
268,0.025137912,0.025137912,9,1
269,0.61286867,0.61286867,10,1
270,0.17258833,0.17258833,5,1
271,0.22734217,0.22734217,6,1
272,0.20341735,0.20341735,7,1
273,0.51291484,0.51291484,8,1
274,0.025137912,0.025137912,9,1
275,0.61286867,0.61286867,10,1
276,0.17258833,0.17258833,5,1
277,0.22734217,0.22734217,6,1
278,0.20341735,0.20341735,7,1
279,0.51291484,0.51291484,8,1
280,0.025137912,0.025137912,9,1
281,0.61286867,0.61286867,10,1
282,0.17258833,0.17258833,5,1
283,0.22734217,0.22734217,6,1
284,0.20341735,0.20341735,7,1
285,0.51291484,0.51291484,8,1
286,0.025137912,0.025137912,9,1
287,0.61286867,0.61286867,10,1
288,0.17258833,0.17258833,5,1
289,0.22734217,0.22734217,6,1
290,0.20341735,0.20341735,7,1
291,0.51291484,0.51291484,8,1
292,0.025137912,0.025137912,9,1
293,0.61286867,0.61286867,10,1
294,0.17258833,0.17258833,5,1
295,0.22734217,0.22734217,6,1
296,0.20341735,0.20341735,7,1
297,0.51291484,0.51291484,8,1
298,0.025137912,0.025137912,9,1
299,0.61286867,0.61286867,10,1
300,0.17258833,0.17258833,5,1
301,0.22734217,0.22734217,6,1
302,0.20341735,0.20341735,7,1
303,0.51291484,0.51291484,8,1
304,0.025137912,0.025137912,9,1
305,0.61286867,0.61286867,10,1
306,0.17258833,0.17258833,5,1
307,0.22734217,0.22734217,6,1
308,0.20341735,0.20341735,7,1
309,0.51291484,0.51291484,8,1
310,0.025137912,0.025137912,9,1
311,0.61286867,0.61286867,10,1
312,0.17258833,0.17258833,5,1
313,0.22734217,0.22734217,6,1
314,0.20341735,0.20341735,7,1
315,0.51291484,0.51291484,8,1
316,0.025137912,0.025137912,9,1
317,0.61286867,0.61286867,10,1
318,0.17258833,0.17258833,5,1
319,0.22734217,0.22734217,6,1
320,0.20341735,0.20341735,7,1
321,0.51291484,0.51291484,8,1
322,0.025137912,0.025137912,9,1
323,0.61286867,0.61286867,10,1
324,0.17258833,0.17258833,5,1
325,0.22734217,0.22734217,6,1
326,0.20341735,0.20341735,7,1
327,0.51291484,0.51291484,8,1
328,0.025137912,0.025137912,9,1
329,0.61286867,0.61286867,10,1
330,0.17258833,0.17258833,5,1
331,0.22734217,0.22734217,6,1
332,0.20341735,0.20341735,7,1
333,0.51291484,0.51291484,8,1
334,0.025137912,0.025137912,9,1
335,0.61286867,0.61286867,10,1
336,0.17258833,0.17258833,5,1
337,0.22734217,0.22734217,6,1
338,0.20341735,0.20341735,7,1
339,0.51291484,0.51291484,8,1
340,0.025137912,0.025137912,9,1
341,0.61286867,0.61286867,10,1
342,0.17258833,0.17258833,5,1
343,0.22734217,0.22734217,6,1
344,0.20341735,0.20341735,7,1
345,0.51291484,0.51291484,8,1
346,0.025137912,0.025137912,9,1
347,0.61286867,0.61286867,10,1
348,0.17258833,0.17258833,5,1
349,0.22734217,0.22734217,6,1
350,0.20341735,0.20341735,7,1
351,0.51291484,0.51291484,8,1
352,0.025137912,0.025137912,9,1
353,0.61286867,0.61286867,10,1
354,0.17258833,0.17258833,5,1
355,0.22734217,0.22734217,6,1
356,0.20341735,0.20341735,7,1
357,0.51291484,0.51291484,8,1
358,0.025137912,0.025137912,9,1
359,0.61286867,0.61286867,10,1
360,0.17258833,0.17258833,5,1
361,0.22734217,0.22734217,6,1
362,0.20341735,0.20341735,7,1
363,0.51291484,0.51291484,8,1
364,0.025137912,0.025137912,9,1
365,0.61286867,0.61286867,10,1
366,0.17258833,0.17258833,5,1
367,0.22734217,0.22734217,6,1
368,0.20341735,0.20341735,7,1
369,0.51291484,0.51291484,8,1
370,0.025137912,0.025137912,9,1
371,0.61286867,0.61286867,10,1
