,x,y,label,waving
262,0.45733136,0.45733136,9,1
263,0.33918458,0.33918458,10,1
264,0.26162395,0.26162395,5,1
265,0.2450162,0.2450162,6,1
266,0.39513776,0.39513776,7,1
267,0.35740992,0.35740992,8,1
268,0.45733136,0.45733136,9,1
269,0.33918458,0.33918458,10,1
270,0.26162395,0.26162395,5,1
271,0.2450162,0.2450162,6,1
272,0.39513776,0.39513776,7,1
273,0.35740992,0.35740992,8,1
274,0.45733136,0.45733136,9,1
275,0.33918458,0.33918458,10,1
276,0.26162395,0.26162395,5,1
277,0.2450162,0.2450162,6,1
278,0.39513776,0.39513776,7,1
279,0.35740992,0.35740992,8,1
280,0.45733136,0.45733136,9,1
281,0.33918458,0.33918458,10,1
282,0.26162395,0.26162395,5,1
283,0.2450162,0.2450162,6,1
284,0.39513776,0.39513776,7,1
285,0.35740992,0.35740992,8,1
286,0.45733136,0.45733136,9,1
287,0.33918458,0.33918458,10,1
288,0.26162395,0.26162395,5,1
289,0.2450162,0.2450162,6,1
290,0.39513776,0.39513776,7,1
291,0.35740992,0.35740992,8,1
292,0.45733136,0.45733136,9,1
293,0.33918458,0.33918458,10,1
294,0.26162395,0.26162395,5,1
295,0.2450162,0.2450162,6,1
296,0.39513776,0.39513776,7,1
297,0.35740992,0.35740992,8,1
298,0.45733136,0.45733136,9,1
299,0.33918458,0.33918458,10,1
300,0.26162395,0.26162395,5,1
301,0.2450162,0.2450162,6,1
302,0.39513776,0.39513776,7,1
303,0.35740992,0.35740992,8,1
304,0.45733136,0.45733136,9,1
305,0.33918458,0.33918458,10,1
306,0.26162395,0.26162395,5,1
307,0.2450162,0.2450162,6,1
308,0.39513776,0.39513776,7,1
309,0.35740992,0.35740992,8,1
310,0.45733136,0.45733136,9,1
311,0.33918458,0.33918458,10,1
312,0.26162395,0.26162395,5,1
313,0.2450162,0.2450162,6,1
314,0.39513776,0.39513776,7,1
315,0.35740992,0.35740992,8,1
316,0.45733136,0.45733136,9,1
317,0.33918458,0.33918458,10,1
318,0.26162395,0.26162395,5,1
319,0.2450162,0.2450162,6,1
320,0.39513776,0.39513776,7,1
321,0.35740992,0.35740992,8,1
322,0.45733136,0.45733136,9,1
323,0.33918458,0.33918458,10,1
324,0.26162395,0.26162395,5,1
325,0.2450162,0.2450162,6,1
326,0.39513776,0.39513776,7,1
327,0.35740992,0.35740992,8,1
328,0.45733136,0.45733136,9,1
329,0.33918458,0.33918458,10,1
330,0.26162395,0.26162395,5,1
331,0.2450162,0.2450162,6,1
332,0.39513776,0.39513776,7,1
333,0.35740992,0.35740992,8,1
334,0.45733136,0.45733136,9,1
335,0.33918458,0.33918458,10,1
336,0.26162395,0.26162395,5,1
337,0.2450162,0.2450162,6,1
338,0.39513776,0.39513776,7,1
339,0.35740992,0.35740992,8,1
340,0.45733136,0.45733136,9,1
341,0.33918458,0.33918458,10,1
342,0.26162395,0.26162395,5,1
343,0.2450162,0.2450162,6,1
344,0.39513776,0.39513776,7,1
345,0.35740992,0.35740992,8,1
346,0.45733136,0.45733136,9,1
347,0.33918458,0.33918458,10,1
348,0.26162395,0.26162395,5,1
349,0.2450162,0.2450162,6,1
350,0.39513776,0.39513776,7,1
351,0.35740992,0.35740992,8,1
352,0.45733136,0.45733136,9,1
353,0.33918458,0.33918458,10,1
354,0.26162395,0.26162395,5,1
355,0.2450162,0.2450162,6,1
356,0.39513776,0.39513776,7,1
357,0.35740992,0.35740992,8,1
358,0.45733136,0.45733136,9,1
359,0.33918458,0.33918458,10,1
360,0.26162395,0.26162395,5,1
361,0.2450162,0.2450162,6,1
362,0.39513776,0.39513776,7,1
363,0.35740992,0.35740992,8,1
364,0.45733136,0.45733136,9,1
365,0.33918458,0.33918458,10,1
